channel_name,channel_id,video_id,video_title,video_published_at,view_count,video_like_count,comment_id,comment_text,author,author_id,comment_like_count,comment_published_at,is_pinned,is_reply,parent_comment_id,cleaned_text,Topic_Category,sentiment_p_pos,sentiment_bucket,p_pos_llm,p_pos_hf,p_neg_hf,comment_weight,impact_weighted_sentiment
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgwK5fuPVdGdnrRuUbB4AaABAg.ANdq3qa6jmIANeEew42EQ2,The format is great! The guest… please please don’t bring mental masturbators. Everyone can listen to 100videos of Alex arguing always the same. What the psychiatrist and the Christian gentleman sometimes get the opportunity to communicate is really interesting.,@cristinabarrera9514,UCHz3F1b32s-CbJmWhw-8Frw,0,2025-09-29T10:46:10Z,False,True,UgwK5fuPVdGdnrRuUbB4AaABAg,the format is great! the guest please please dont bring mental masturbators. everyone can listen to 100videos of alex arguing always the same. what the psychiatrist and the christian gentleman sometimes get the opportunity to communicate is really interesting.,religion / spirituality,0.7144790887832642,Positive,0.5,0.8574651479721069,0.020274752750992775,1.0,0.7144790887832642
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgwK5fuPVdGdnrRuUbB4AaABAg.ANdq3qa6jmIANeFX629Fhf,religion wont bring you purpose knowing there is no purpose is the purpose itself as you can give yourswlf a purpose not get one from sky daddy,@whhhaaaaahhhhhaaahaa,UCW0QkGfD25fqyRjt1IID-8g,0,2025-09-29T10:53:42Z,False,True,UgwK5fuPVdGdnrRuUbB4AaABAg,religion wont bring you purpose knowing there is no purpose is the purpose itself as you can give yourswlf a purpose not get one from sky daddy,religion / spirituality,0.21104185208678247,Negative,0.5,0.018403086811304092,0.7572629451751709,1.0,0.21104185208678247
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgwK5fuPVdGdnrRuUbB4AaABAg.ANdq3qa6jmIANeHkmZep2A,"The choice of people, the forms of respect and the way everything unfolded. No words, keep up these types of conversations and the work!",@Kiriun111,UCzmi5V3gfQ_3fKHNXe6wCSw,0,2025-09-29T11:13:11Z,False,True,UgwK5fuPVdGdnrRuUbB4AaABAg,"the choice of people, the forms of respect and the way everything unfolded. no words, keep up these types of conversations and the work!",religion / spirituality,0.7277740478515624,Positive,0.5,0.8796234130859375,0.01380447018891573,1.0,0.7277740478515624
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgwK5fuPVdGdnrRuUbB4AaABAg.ANdq3qa6jmIANeHll5FOd0,Yes! Fantastic format love Dr Ks instinct to really understand the others and the purpose of the conversation 🎉,@MariaRose360,UCXyuET3vCUoATTKzqrAbxcQ,0,2025-09-29T11:13:19Z,False,True,UgwK5fuPVdGdnrRuUbB4AaABAg,yes! fantastic format love dr ks instinct to really understand the others and the purpose of the conversation,religion / spirituality,0.7810549497604371,Positive,0.5,0.968424916267395,0.0037352878134697676,1.0,0.7810549497604371
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgwK5fuPVdGdnrRuUbB4AaABAg.ANdq3qa6jmIANeI8t4Z0Yi,Yes,@JohnGaray,UCEwd8GbR4I3zbtDTaCJqegg,0,2025-09-29T11:16:37Z,False,True,UgwK5fuPVdGdnrRuUbB4AaABAg,yes,religion / spirituality,0.6580408883094788,Neutral,0.925,0.4800681471824646,0.10225527733564377,1.0,0.6580408883094788
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgwK5fuPVdGdnrRuUbB4AaABAg.ANdq3qa6jmIANeIOUTd4F4,More of this please ❤,@naderabegumruma7081,UC0FQ2hFrgNAQmhxPAtzxwxw,0,2025-09-29T11:18:44Z,False,True,UgwK5fuPVdGdnrRuUbB4AaABAg,more of this please,religion / spirituality,0.5813171744346619,Neutral,0.5,0.6355286240577698,0.06538360565900803,1.0,0.5813171744346619
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgwK5fuPVdGdnrRuUbB4AaABAg.ANdq3qa6jmIANeImbj7mLZ,"I've been subscribed and listening to your podcasts a while now. This was one of the most profound for me. Yes, please do more like this.",@abaneyone,UCm5a-OHkhpBvg75lWpFPJlw,0,2025-09-29T11:22:10Z,False,True,UgwK5fuPVdGdnrRuUbB4AaABAg,"i've been subscribed and listening to your podcasts a while now. this was one of the most profound for me. yes, please do more like this.",religion / spirituality,0.7911408424377442,Positive,0.5,0.9852347373962402,0.0028600438963621855,1.0,0.7911408424377442
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgwK5fuPVdGdnrRuUbB4AaABAg.ANdq3qa6jmIANeKdFTL5ZT,Keep this up👍🏾🙏🏽,@kingdrippygames,UCL9DTqX9C64Ixwg3Mc9uw2w,0,2025-09-29T11:38:22Z,False,True,UgwK5fuPVdGdnrRuUbB4AaABAg,keep this up,religion / spirituality,0.42160333991050725,Neutral,0.5,0.36933889985084534,0.039414286613464355,1.0,0.42160333991050725
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgwK5fuPVdGdnrRuUbB4AaABAg.ANdq3qa6jmIANeL89M-Xe5,"Yes, love it. It is very importance to show that people can have different belief and discuss it without hate",@birdwoman11,UC0V2UH600T1ewELKV6NtRgw,0,2025-09-29T11:42:43Z,False,True,UgwK5fuPVdGdnrRuUbB4AaABAg,"yes, love it. it is very importance to show that people can have different belief and discuss it without hate",religion / spirituality,0.7617565274238587,Positive,0.5,0.9362608790397644,0.009100333787500858,1.0,0.7617565274238587
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgwK5fuPVdGdnrRuUbB4AaABAg.ANdq3qa6jmIANeLGirWZR8,"These are missing in the world, these are the discussions that mold and change society, not political Sunday morning talking heads with talking points. 

This level of discussion will speak differently to whom needs it. I went from an atheist’s, to a believer of faith.  outside of christianity.  

The statement of “Noticing a tree, compared to noticing, that you have noticed a tree.” I noticed that I noticed a mathematical, physiological question upon which a reason exists. Evil and Good is a human construct. A need for understanding tragedy because we are selfish and feel we should always be happy. We are literally chemically tailored to want pleasure by way of Dopamine. 

So riddle me this: Are all human minds capable of absorbing all concepts and experiences of a life without falling back onto the need  a relief valve? 

I always believed all minds are incapable of absorbing EVERYTHING. Therefore their is a need.",@JohnGaray,UCEwd8GbR4I3zbtDTaCJqegg,0,2025-09-29T11:43:54Z,False,True,UgwK5fuPVdGdnrRuUbB4AaABAg,"these are missing in the world, these are the discussions that mold and change society, not political sunday morning talking heads with talking points. 

this level of discussion will speak differently to whom needs it. i went from an atheists, to a believer of faith.  outside of christianity.  

the statement of noticing a tree, compared to noticing, that you have noticed a tree. i noticed that i noticed a mathematical, physiological question upon which a reason exists. evil and good is a human construct. a need for understanding tragedy because we are selfish and feel we should always be happy. we are literally chemically tailored to want pleasure by way of dopamine. 

so riddle me this: are all human minds capable of absorbing all concepts and experiences of a life without falling back onto the need  a relief valve? 

i always believed all minds are incapable of absorbing everything. therefore their is a need.",religion / spirituality,0.24661661833524706,Negative,0.5,0.0776943638920784,0.36113423109054565,1.0,0.24661661833524706
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgyuVVeE7PwrQLpeLWp4AaABAg,Dr Ben K is right but Jesus is still the most high… I don’t get why spiritual methods are pinned against Christ. He is simply the MOST HIGH,@RealMarcosLuna,UCTYRgZdw1khfhcNtpsVAjKg,0,2025-09-29T11:50:07Z,False,False,,dr ben k is right but jesus is still the most high i dont get why spiritual methods are pinned against christ. he is simply the most high,religion / spirituality,0.40574653148651124,Neutral,0.5,0.34291088581085205,0.07507744431495667,1.0,0.40574653148651124
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgyUIVN2LPtotxhOqXl4AaABAg,THIS is so compelling. Thank you Stephen…,@romybrooks3778,UC56Lq1EYkIhc8-X3qhcTefA,0,2025-09-29T11:50:03Z,False,False,,this is so compelling. thank you stephen,religion / spirituality,0.7870483636856078,Positive,0.5,0.9784139394760132,0.005468016490340233,1.0,0.7870483636856078
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgysohsHT5_EWylDFF54AaABAg,Ohhhh I can’t wait to listen to this one! Love these discussions 😊,@TeeLUVmusic,UCsdYYIZj-RnJFuV_aAemsIw,0,2025-09-29T11:49:36Z,False,False,,ohhhh i cant wait to listen to this one! love these discussions,religion / spirituality,0.7924653887748718,Positive,0.5,0.9874423146247864,0.003022153861820698,1.0,0.7924653887748718
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,UgxVKr7j2ie55_1airp4AaABAg,"I respect Alex, but I feel like even he himself, like Stephen's friend with the flowers has gotten into a very dry place filled with meaningless repeated intellectual engagement, which has somewhat lost its flavor. And he serms to think quoting ancient philosophers validates his standpoint.",@alexmatete5709,UCKU7G5c_3UQxvmodiJKB68Q,0,2025-09-29T11:49:28Z,False,False,,"i respect alex, but i feel like even he himself, like stephen's friend with the flowers has gotten into a very dry place filled with meaningless repeated intellectual engagement, which has somewhat lost its flavor. and he serms to think quoting ancient philosophers validates his standpoint.",religion / spirituality,0.21545508056879045,Negative,0.5,0.025758467614650726,0.5437308549880981,1.0,0.21545508056879045
The Diary Of A CEO,UCGq-a57w-aPwyi3pW7XLiHw,Esu8BXLBmZ4,Atheist vs Christian vs Spiritual Thinker: The Paperclip Problem That Exposes Religion!,2025-09-29T07:00:15Z,58227,3338,Ugz7ECP0Q3nih4krlJ94AaABAg,"8:00 ""... in the person of Jesus of Nazareth to create a rescue plan...""
...from the destruction of the world he created to get destroyed by him exactly as planned by him??? 
If I met such a ""god"" Id try to convince him to play with plastic puppets in a sandbox rather than with living beings.",@petermeyer6873,UC49DzLTuCZWM9d7opul5QuQ,0,2025-09-29T11:48:39Z,False,False,,"8:00 ""... in the person of jesus of nazareth to create a rescue plan...""
...from the destruction of the world he created to get destroyed by him exactly as planned by him??? 
if i met such a ""god"" id try to convince him to play with plastic puppets in a sandbox rather than with living beings.",religion / spirituality,0.2166016288101673,Negative,0.5,0.027669381350278854,0.5798414349555969,1.0,0.2166016288101673
